date,dissim_t1,dissim_t2,dissim_t3,dissim_t4,dissim_t5,dissim_t6,base_rate_diff,ko-us_gap_t1,tr2
2002-10-10,0.4327494417135504,0.3558035693064663,0.3209151310690878,0.4456238059460202,0.3869371572987928,0.3155677231323224,0,2.5,8.81081392403009
2002-11-07,0.2791063270580829,0.4327494417135504,0.3558035693064663,0.3209151310690878,0.4456238059460202,0.3869371572987928,0,2.5,8.81081392403009
2002-12-12,0.3688038649951117,0.2791063270580829,0.4327494417135504,0.3558035693064663,0.3209151310690878,0.4456238059460202,0,3.0,8.81081392403009
2003-01-09,0.3708254699599337,0.3688038649951117,0.2791063270580829,0.4327494417135504,0.3558035693064663,0.3209151310690878,0,3.0,7.68093254048615
2003-02-06,0.3212496683139901,0.3708254699599337,0.3688038649951117,0.2791063270580829,0.4327494417135504,0.3558035693064663,0,3.0,7.68093254048615
2003-03-06,0.2606552037359002,0.3212496683139901,0.3708254699599337,0.3688038649951117,0.2791063270580829,0.4327494417135504,0,3.0,7.68093254048615
2003-04-10,0.3871412648940781,0.2606552037359002,0.3212496683139901,0.3708254699599337,0.3688038649951117,0.2791063270580829,1,3.0,5.59698328131626
2003-05-13,0.3837931066845228,0.3871412648940781,0.2606552037359002,0.3212496683139901,0.3708254699599337,0.3688038649951117,0,3.0,5.59698328131626
2003-06-12,0.4598867634641298,0.3837931066845228,0.3871412648940781,0.2606552037359002,0.3212496683139901,0.3708254699599337,1,2.75,5.59698328131626
2003-07-10,0.3076029899158493,0.4598867634641298,0.3837931066845228,0.3871412648940781,0.2606552037359002,0.3212496683139901,0,2.75,4.14858472986948
2003-08-07,0.2701146346910329,0.3076029899158493,0.4598867634641298,0.3837931066845228,0.3871412648940781,0.2606552037359002,0,2.75,4.14858472986948
2003-09-09,0.300305261137475,0.2701146346910329,0.3076029899158493,0.4598867634641298,0.3837931066845228,0.3871412648940781,0,2.75,4.14858472986948
2003-10-09,0.300893008254828,0.300305261137475,0.2701146346910329,0.3076029899158493,0.4598867634641298,0.3837931066845228,0,2.75,3.99931971032561
